filename	score
synthetic_cv_7_4.txt	84.0
synthetic_cv_1_13.txt	83.0
synthetic_cv_9_4.txt	83.0
synthetic_cv_5_11.txt	83.0
synthetic_cv_7_18.txt	83.0
synthetic_cv_9_8.txt	83.0
synthetic_cv_4_15.txt	83.0
synthetic_cv_1_7.txt	83.0
synthetic_cv_9_14.txt	82.0
synthetic_cv_7_13.txt	82.0
synthetic_cv_9_12.txt	82.0
synthetic_cv_6_8.txt	82.0
synthetic_cv_9_19.txt	82.0
synthetic_cv_5_15.txt	81.0
synthetic_cv_9_9.txt	80.0
synthetic_cv_3_7.txt	80.0
synthetic_cv_5_9.txt	78.0
synthetic_cv_5_19.txt	78.0
synthetic_cv_5_16.txt	75.0
synthetic_cv_4_17.txt	75.0
synthetic_cv_5_2.txt	75.0
synthetic_cv_1_5.txt	75.0
synthetic_cv_1_11.txt	72.0
synthetic_cv_5_13.txt	72.0
synthetic_cv_5_5.txt	68.0
synthetic_cv_10_6.txt	47.0
synthetic_cv_10_13.txt	42.0
synthetic_cv_10_18.txt	40.0
synthetic_cv_10_1.txt	40.0
synthetic_cv_10_9.txt	38.0
synthetic_cv_10_5.txt	35.0
synthetic_cv_10_15.txt	35.0
synthetic_cv_10_17.txt	35.0
synthetic_cv_10_12.txt	35.0
synthetic_cv_10_20.txt	30.0
synthetic_cv_10_19.txt	30.0
synthetic_cv_10_7.txt	30.0
synthetic_cv_10_4.txt	30.0
synthetic_cv_10_8.txt	30.0
synthetic_cv_10_16.txt	30.0
synthetic_cv_10_3.txt	25.0
synthetic_cv_8_9.txt	25.0
synthetic_cv_8_17.txt	25.0
synthetic_cv_8_3.txt	20.0
synthetic_cv_8_2.txt	20.0
synthetic_cv_8_1.txt	20.0
synthetic_cv_10_2.txt	20.0
synthetic_cv_8_7.txt	20.0
synthetic_cv_8_8.txt	20.0
synthetic_cv_10_14.txt	20.0
synthetic_cv_8_15.txt	20.0
synthetic_cv_8_14.txt	20.0
synthetic_cv_10_11.txt	20.0
synthetic_cv_10_10.txt	20.0
synthetic_cv_8_20.txt	15.0
synthetic_cv_8_19.txt	15.0
synthetic_cv_8_4.txt	15.0
synthetic_cv_8_16.txt	15.0
synthetic_cv_8_10.txt	15.0
synthetic_cv_8_12.txt	15.0
synthetic_cv_8_13.txt	13.0
synthetic_cv_8_18.txt	10.0
synthetic_cv_8_11.txt	10.0
synthetic_cv_8_5.txt	0.0
synthetic_cv_8_6.txt	0.0
